Model Name,Manufacturer,Registered In,Model Date,Fuel Type,Transmission,Color,Body Type,Engine Displacement,Driven,Price
Corona DX,Toyota,KPK,1990,Petrol,Manual,Super White,Sedan,1500,220000,850000
Swift DX 1.3,Suzuki,KPK,2011,Petrol,Manual,Silver,Hatchback,1300,12345,1750000
Corolla GLi Automatic 1.3 VVTi,Toyota,KPK,2017,Petrol,Automatic,White,Sedan,1300,121000,4450000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2007,Petrol,Automatic,Silver,Sedan,1800,130000,2350000
Vezel Hybrid Z,Honda,KPK,2014,Hybrid,Automatic,White,Crossover,1500,170000,4650000
Cultus Limited Edition,Suzuki,KPK,2017,Petrol,Manual,Solid White,Hatchback,1000,40000,2300000
Corolla XE,Toyota,KPK,1996,Petrol,Manual,White,Sedan,1300,1,1300000
Alto VXR,Suzuki,KPK,2020,Petrol,Manual,Solid White,Hatchback,660,82000,3350000
Alto VXR (CNG),Suzuki,KPK,2002,CNG,Manual,White,Hatchback,1000,234567,920000
Corolla XE Limited,Toyota,KPK,1999,Petrol,Manual,White,Sedan,1300,100000,1600000
Alto,Suzuki,KPK,2014,Petrol,Automatic,White,Hatchback,660,176000,2350000
Every GA,Suzuki,KPK,2010,Petrol,Manual,Silver,Micro Van,660,232000,1450000
Swift XG 1.3,Suzuki,KPK,2008,Petrol,Automatic,Star Silver Metallic,Hatchback,1300,80000,2500000
Cuore,Daihatsu,KPK,2004,Petrol,Manual,Silver,Hatchback,800,82000,1080000
Corolla Fielder Hybrid,Toyota,KPK,2017,Hybrid,Automatic,White Pearl Crystal Shine,Station Wagon,1500,123456,5500000
Corolla XLi VVTi Ecotec,Toyota,KPK,2012,Petrol,Manual,White,Sedan,1300,5555,2600000
Corolla Altis Grande CVT-i 1.8,Toyota,KPK,2017,Petrol,Automatic,Black,Sedan,1800,86000,4950000
Vitz FL 1.0,Toyota,KPK,1999,Petrol,Automatic,Red,Hatchback,1000,12345,1720000
Alto L Upgrade,Suzuki,KPK,2021,Petrol,Automatic,White,Mini Vehicles,660,32630,3475000
C-HR G-LED,Toyota,KPK,2018,Hybrid,Automatic,White,Crossover,1800,66500,8250000
Bolan VX,Suzuki,KPK,2000,Petrol,Manual,Green,Mini Van,800,100000,630000
Yaris Hatchback G 1.0,Toyota,KPK,2023,Petrol,Automatic,White,Hatchback,1000,1100,5000000
Hilux,Toyota,KPK,1997,Diesel,Manual,White,Hatchback,2400,150000,2200000
Taft X Turbo,Daihatsu,KPK,2021,Petrol,Automatic,Metallic Green,Mini Vehicles,660,23000,4250000
Corolla GLi 1.3 VVTi,Toyota,KPK,2011,Petrol,Manual,Silver,Sedan,1300,148000,3000000
Corolla Altis SR Cruisetronic 1.6,Toyota,KPK,2013,Petrol,Automatic,Black,Sedan,1600,140000,3780000
Margalla,Suzuki,KPK,1996,Petrol,Manual,White,Hatchback,1300,1,900000
Corolla,Toyota,KPK,1995,Petrol,Automatic,Grey,Hatchback,1300,100000,1500000
Margalla,Suzuki,KPK,1990,CNG,Manual,Maroon,Hatchback,1000,110002,430000
Mehran VX Euro II,Suzuki,KPK,2015,Petrol,Manual,Graphite Grey,Hatchback,796,68000,1385000
Alto X,Suzuki,KPK,2015,Petrol,Automatic,White,Hatchback,660,105000,2650000
City 1.3 i-VTEC,Honda,KPK,2010,Petrol,Manual,Maroon,Sedan,1300,137000,2680000
Alto VXR (CNG),Suzuki,KPK,2008,CNG,Manual,Blue,Hatchback,1000,5000,875000
Cuore,Daihatsu,KPK,2005,Petrol,Automatic,Grey,Hatchback,800,200000,1150000
Alto VXR,Suzuki,KPK,2012,Petrol,Manual,Solid White,Hatchback,1000,12000,1215000
Surf SSR-X 3.0D,Toyota,KPK,1996,Petrol,Automatic,Beige,SUV,3000,205000,3350000
Raize Z,Toyota,KPK,2020,Petrol,Automatic,Black,Crossover,1000,45000,6450000
Mehran VXR Euro II,Suzuki,KPK,2016,Petrol,Manual,Solid White,Hatchback,796,63000,1300000
Corolla GLi 1.3,Toyota,KPK,2006,Petrol,Manual,Black,Sedan,1300,150000,2050000
City 1.3 i-VTEC,Honda,KPK,2018,Petrol,Manual,White,Sedan,1300,71000,3600000
Prius S 1.8,Toyota,KPK,2011,Hybrid,Automatic,Silver Metallic,Sedan,1800,150000,3870000
Bolan VX (CNG),Suzuki,KPK,2010,Petrol,Manual,Solid White,Mini Van,800,100,1200000
Cultus EURO II,Suzuki,KPK,2013,Petrol,Manual,White,Hatchback,1000,135000,1650000
Prado TZ 3.0D,Toyota,KPK,1998,Diesel,Automatic,Dark Blue Mica Metallic,SUV,3000,280,4850000
Corolla XLi,Toyota,KPK,2005,Petrol,Manual,Super White,Sedan,1300,100000,1750000
Karvaan Base Model 1.0,Changan,KPK,2020,Petrol,Manual,White,Mini Van,1000,59900,2150000
Alto VXR AGS,Suzuki,KPK,2024,Petrol,Manual,Solid White,Hatchback,660,5000,2900000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2022,Petrol,Automatic,Black,Sedan,1800,55000,8550000
Corolla GLi 1.6,Toyota,KPK,1998,Petrol,Manual,Maroon,Sedan,1600,317000,1660000
Corolla 2.0D Limited,Toyota,KPK,1996,Diesel,Manual,Grey,Sedan,2000,98000,1690000
City i-DSI,Honda,KPK,2006,Petrol,Manual,Silver,Sedan,1300,89000,2250000
UX  300e,Lexus,KPK,2021,Electric,Automatic,White,SUV,1000,23000,17000000
Benz E Class,Mercedes Benz,KPK,1990,Petrol,Automatic,Black,Hatchback,2500,100000,1950000
FX GA,Suzuki,KPK,1990,CNG,Manual,Grey,Hatchback,800,50000,245000
Swift DLX 1.3,Suzuki,KPK,2013,Petrol,Manual,Silky Silver,Hatchback,1300,216000,1950000
Every Join,Suzuki,KPK,2019,Petrol,Automatic,Silky Silver Metallic,Micro Van,660,88000,3000000
Alto VXR,Suzuki,KPK,2022,Petrol,Manual,Solid White,Hatchback,660,91000,2510000
Civic RS,Honda,KPK,2022,Petrol,Automatic,Taffeta White,Sedan,1500,49000,8500000
Alto VXL AGS,Suzuki,KPK,2021,Petrol,Automatic,Solid White,Hatchback,660,65000,2630000
Land Cruiser VX Limited 4.5,Toyota,KPK,1996,Petrol,Automatic,Dark Bluish Grey Metallic,SUV,4500,215000,4000000
Hilux Revo Rocco,Toyota,KPK,2022,Diesel,Automatic,Super White,Pick Up,2800,44000,13850000
Hustler,Suzuki,KPK,2022,Hybrid,Automatic,Black,Hatchback,660,11500,3280000
Swift DX 1.3,Suzuki,KPK,2011,Petrol,Manual,Silver,Hatchback,1300,132000,1900000
Platz F 1.0,Toyota,KPK,2001,Petrol,Automatic,White,Sedan,1000,299999,1500000
Noah G,Toyota,KPK,2018,Hybrid,Automatic,Grey,MPV,1800,101395,7700000
Prius S,Toyota,KPK,2021,Hybrid,Automatic,Pearl White,Sedan,1800,38801,8800000
CR-V G Leather Package 2.4,Honda,KPK,2011,Petrol,Automatic,Black,SUV,2400,103909,5600000
Note MEDALIST,Nissan,KPK,2018,Hybrid,Automatic,Silver,Mini Van,1198,108909,4400000
Premio F EX Package 1.5,Toyota,KPK,2016,Petrol,Automatic,Pearl White,Sedan,1500,134146,7500000
Probox GL,Toyota,KPK,2020,Hybrid,Automatic,White,Station Wagon,1500,108090,5500000
Ravi Euro II,Suzuki,KPK,2007,Petrol,Manual,Solid White,Pick Up,800,68558,620000
Alto VXL AGS,Suzuki,KPK,2023,Petrol,Automatic,Solid White,Hatchback,660,37000,3120000
Rover Freelander,Land Rover,KPK,2005,Petrol,Manual,Green,Hatchback,2000,400000,4500000
Elantra GLS,Hyundai,KPK,2022,Petrol,Automatic,Black Diamond,Sedan,2000,18000,6290000
Alto VXR,Suzuki,KPK,2020,Petrol,Manual,White,Hatchback,660,95646,2280000
Mehran VX,Suzuki,KPK,1995,Petrol,Manual,Snow White Pearl,Hatchback,800,1000,450000
Sportage 2.0 LX 4x4,KIA,KPK,2002,Diesel,Manual,Satin Silver,SUV,2000,200000,1650000
Civic EXi Prosmatec,Honda,KPK,2002,Petrol,Automatic,Grey,Sedan,1500,300000,1480000
M9 Sherpa Power 1.2L,Changan,KPK,2025,Petrol,Manual,White,Pick Up,1200,2,2304000
Probox GL,Toyota,KPK,2020,Hybrid,Automatic,White,Station Wagon,1500,51000,5200000
Cielo,Daewoo,KPK,1991,CNG,Manual,Indigo,Hatchback,1500,235282,380000
Mehran VX,Suzuki,KPK,2006,Petrol,Manual,Snow White Pearl,Hatchback,800,9000,780000
Cultus EURO II,Suzuki,KPK,2015,Petrol,Manual,White,Hatchback,1000,86000,1750000
Vezel Hybrid Z,Honda,KPK,2015,Hybrid,Automatic,White,Crossover,1500,170000,5250000
Alto VXL AGS,Suzuki,KPK,2022,Petrol,Automatic,Solid White,Hatchback,660,30000,2750000
Insight EX,Honda,KPK,2019,Hybrid,Automatic,Crystal Black Pearl,Sedan,1500,75000,9300000
Mark II Grande 2.5,Toyota,KPK,2003,Petrol,Automatic,White,Sedan,2500,9999,5600000
Vezel Hybrid Z,Honda,KPK,2016,Hybrid,Automatic,Snow White,Crossover,1500,106000,5650000
Corolla Altis Automatic 1.6,Toyota,KPK,2018,Petrol,Automatic,Super White,Sedan,1600,32500,5250000
Fortuner Legender ,Toyota,KPK,2023,Diesel,Automatic,Super White,SUV,2800,20000,19500000
Corolla Altis Automatic 1.6,Toyota,KPK,2018,Petrol,Automatic,Super White,Sedan,1600,96000,4850000
Taft X Turbo,Daihatsu,KPK,2022,Petrol,Automatic,Alpine Blue,Mini Vehicles,660,20000,3550000
Wagon R Hybrid FX,Suzuki,KPK,2021,Hybrid,Automatic,Silver,Hatchback,660,68000,3800000
Note e-Power Nismo,Nissan,KPK,2018,Electric,Automatic,White,Hatchback,1000,86000,4700000
Baleno JXR,Suzuki,KPK,2003,Petrol,Manual,Silver,Sedan,1300,195000,1195000
Alto L Upgrade,Suzuki,KPK,2022,Petrol,Automatic,Pure White Pearl,Mini Vehicles,660,10000,3750000
Corolla Axio X 1.5,Toyota,KPK,2007,Petrol,Automatic,White Pearl Crystal Shine,Sedan,1500,150000,3950000
Ravi Euro II,Suzuki,KPK,2017,Petrol,Manual,Maroon,Pick Up,800,70000,1450000
Raize G,Toyota,KPK,2021,Petrol,Automatic,Beige Mica Metallic,Crossover,1000,21500,5500000
Corolla Axio G,Toyota,KPK,2007,Petrol,Automatic,Silver,Sedan,1500,110000,4100000
Alto VXL AGS,Suzuki,KPK,2024,Petrol,Automatic,White,Hatchback,660,7400,3120000
Corolla XE,Toyota,KPK,1995,Hybrid,Manual,Grey,Sedan,1300,20000,1050000
Alto VXL AGS,Suzuki,KPK,2023,Petrol,Automatic,White,Hatchback,660,27000,3100000
Corolla,Toyota,KPK,2010,Petrol,Automatic,Unlisted,Hatchback,1300,106378,2400000
Prius G LED Edition 1.8,Toyota,KPK,2013,Hybrid,Automatic,Black,Sedan,1800,200000,4500000
Bolan VX (CNG),Suzuki,KPK,2012,Petrol,Manual,Solid White,Mini Van,800,5661,1250000
Yaris Sedan GLI CVT 1.3,Toyota,KPK,2024,Petrol,Automatic,White,Sedan,1300,850,5150000
Raize Z,Toyota,KPK,2021,Petrol,Automatic,Maroon,Crossover,1000,40000,5900000
Corolla Altis Grande CVT-i 1.8,Toyota,KPK,2016,Petrol,Automatic,Super white,Sedan,1800,115000,5000000
Sportage FWD,KIA,KPK,2019,Petrol,Automatic,White,Crossover,2000,80000,6300000
Corolla XLi,Toyota,KPK,2006,Petrol,Manual,Black,Sedan,1300,97000,1900000
Corolla Fielder X HID Extra Limited,Toyota,KPK,2007,Petrol,Automatic,Super White,SUV,1500,160000,3940000
APV,Suzuki,KPK,2007,Petrol,Manual,Silver,Hatchback,1500,227899,1800000
Vitz 1.0F Safety Edition III,Toyota,KPK,2019,Petrol,Automatic,Black,Hatchback,1000,89000,4250000
Vitz,Toyota,KPK,1999,Petrol,Automatic,Silver,Hatchback,1000,10000,1850000
Serena,Nissan,KPK,2018,Hybrid,Automatic,White,Hatchback,1200,137000,7000000
Elantra Hybrid,Hyundai,KPK,2024,Hybrid,Automatic,White,Sedan,1600,2,10400000
Yaris Sedan GLI CVT 1.3,Toyota,KPK,2024,Petrol,Automatic,White,Sedan,1300,800,5150000
Sonata 2.0,Hyundai,KPK,2023,Petrol,Automatic,White,Sedan,2000,5500,9050000
Swift DLX Automatic 1.3,Suzuki,KPK,2012,Petrol,Automatic,Silver,Hatchback,1300,90000,2000000
Corolla Altis Cruisetronic 1.6,Toyota,KPK,2011,Petrol,Automatic,White,Sedan,1600,95000,4050000
Wagon R VXL,Suzuki,KPK,2017,Petrol,Manual,Solid White,Hatchback,1000,90000,2520000
Hilux Vigo Champ TRD Sportivo ,Toyota,KPK,2016,Diesel,Automatic,Attitude Black,Double Cabin,2500,145000,7150000
Lancer 1.5L Automatic,Mitsubishi,KPK,2000,Petrol,Automatic,White,Sedan,1500,126000,1450000
Prado,Toyota,KPK,2000,Petrol,Manual,Gold,Hatchback,4200,7000,2300000
Corolla Altis Grande X CVT-i 1.8 Black Interior,Toyota,KPK,2023,Petrol,Automatic,Super white,Sedan,1800,42000,7100000
Raize,Toyota,KPK,2021,Petrol,Automatic,Brown,Hatchback,1000,80000,5300000
Corolla XLi VVTi,Toyota,KPK,2010,Petrol,Manual,Attitude Black,Sedan,1300,200000,2500000
Passo X L Package S ,Toyota,KPK,2018,Petrol,Automatic,Bright Silver Metallic,Hatchback,1000,47000,3800000
City,Honda,KPK,2009,Petrol,Automatic,Black,Hatchback,1500,150000,2600000
Corolla XLi VVTi,Toyota,KPK,2015,Petrol,Manual,White,Sedan,1300,200000,2900000
Civic VTi 1.6,Honda,KPK,2002,Petrol,Manual,Vogue Silver Metallic,Sedan,1600,344553,1420000
Vitz FL 1.0,Toyota,KPK,2003,Petrol,Automatic,Silver,Hatchback,1000,300000,2250000
Corolla GLi 1.3 VVTi,Toyota,KPK,2010,CNG,Manual,Golden,Sedan,1300,148000,3000000
Corolla,Toyota,KPK,2010,Petrol,Manual,Silver,Hatchback,1800,100000,1250000
Mehran VXR Euro II,Suzuki,KPK,2015,Petrol,Manual,Solid White,Hatchback,796,100000,1375000
Corolla XLi VVTi Ecotec,Toyota,KPK,2011,Petrol,Manual,Attitude Black,Sedan,1300,100900,2830000
Corolla XLi,Toyota,KPK,2007,Petrol,Manual,White,Sedan,1300,130000,1750000
CJ 5,Jeep,KPK,2007,Diesel,Manual,Grey,Hatchback,2000,1,1100000
Vitz,Toyota,KPK,2001,Petrol,Automatic,Blue,Hatchback,1000,30000,1650000
Corolla GLi Automatic 1.3 VVTi,Toyota,KPK,2015,Petrol,Automatic,Black,Sedan,1300,82000,4250000
Taft G Turbo,Daihatsu,KPK,2021,Petrol,Automatic,Bright Silver Metallic,Mini Vehicles,660,80000,4300000
Mehran VX,Suzuki,KPK,2012,Petrol,Manual,Snow White Pearl,Hatchback,800,5855,975000
Surf,Toyota,KPK,1997,Petrol,Automatic,Green,Hatchback,3000,200000,3800000
Mehran VXR,Suzuki,KPK,2011,Petrol,Manual,Snow White Pearl,Hatchback,800,999999,900000
Corolla Altis SR Cruisetronic 1.6,Toyota,KPK,2012,Petrol,Automatic,Celestial Black,Sedan,1600,72000,4450000
Vitz F 1.0,Toyota,KPK,2017,Petrol,Automatic,White,Hatchback,1000,85000,3870000
Atrai Wagon,Daihatsu,KPK,2012,Petrol,Automatic,White,Hatchback,660,146000,1880000
Corolla XE,Toyota,KPK,1994,Petrol,Manual,White,Sedan,1300,300000,1700000
Alto VXR,Suzuki,KPK,2003,Petrol,Manual,Gold,Hatchback,1000,70000,800000
Hilux Double Cab,Toyota,KPK,1999,Diesel,Manual,Greyish Purple Metallic,SUV,3000,300000,2800000
Vezel Hybrid RS Honda Sensing ,Honda,KPK,2017,Hybrid,Automatic,White,Crossover,1500,86000,6800000
Corolla XLi,Toyota,KPK,2007,Petrol,Manual,White,Sedan,1300,765880,1350000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2020,Petrol,Automatic,White,Sedan,1800,100000,5800000
Land Cruiser,Toyota,KPK,1992,Diesel,Automatic,White,Hatchback,3000,166000,6200000
Cultus VXR (CNG),Suzuki,KPK,2007,Petrol,Manual,Solid White,Hatchback,1000,75000,910000
Mehran VX,Suzuki,KPK,1994,Petrol,Manual,Red,Hatchback,800,78539,450000
Swift,Suzuki,KPK,2013,Petrol,Manual,Silver,Hatchback,1300,216000,1950000
Hustler,Suzuki,KPK,2021,Hybrid,Automatic,Green,Hatchback,660,100000,3600000
Cultus VX (CNG),Suzuki,KPK,2001,CNG,Manual,Silver,Hatchback,1000,150000,670000
Hilux,Toyota,KPK,2007,Diesel,Automatic,Silver,Hatchback,2500,120000,5200000
Alto Lapin X Selection,Suzuki,KPK,2011,Petrol,Automatic,Beige,Hatchback,660,205000,2250000
Mehran VXR (CNG),Suzuki,KPK,2005,Petrol,Manual,Solid White,Hatchback,800,80000,850000
Corolla SE Limited,Toyota,KPK,1999,Petrol,Automatic,White,Sedan,1500,330000,1950000
Corolla,Toyota,KPK,2007,Petrol,Automatic,Silver,Hatchback,1500,230000,3160000
Fortuner 2.7 VVTi,Toyota,KPK,2014,Petrol,Automatic,Bronze Mica,SUV,2700,117000,7300000
Yaris Sedan,Toyota,KPK,2020,Petrol,Automatic,White,Hatchback,1000,120000,4450000
Carol GF,Mazda,KPK,2015,Petrol,Manual,Beige,Hatchback,660,70000,2580000
Civic EXi Prosmatec,Honda,KPK,2002,Petrol,Automatic,Shalimar Rose Mist,Sedan,1500,300000,1490000
Alto VX,Suzuki,KPK,2022,Petrol,Manual,Solid White,Hatchback,660,80000,2460000
Corolla Axio X 1.5,Toyota,KPK,2007,Petrol,Automatic,White Pearl Crystal Shine,Sedan,1500,150000,3650000
Mehran VXR,Suzuki,KPK,2007,CNG,Manual,Snow White Pearl,Hatchback,800,50000,690000
Corolla GLi Automatic 1.3 VVTi,Toyota,KPK,2018,Petrol,Automatic,White,Sedan,1300,61000,4900000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2008,Petrol,Automatic,Deep lapis Blue Metallic,Sedan,1800,119400,2500000
Vitz F 1.0,Toyota,KPK,1999,Petrol,Manual,Silver,Hatchback,1000,205000,1785000
Vitz F 1.0,Toyota,KPK,2014,Petrol,Automatic,Silver,Hatchback,1000,170000,2950000
Aqua G,Toyota,KPK,2017,Hybrid,Automatic,Silver,Hatchback,1500,200000,5500000
Alto VXR,Suzuki,KPK,2022,Petrol,Manual,Solid White,Hatchback,660,36000,2600000
Wagon R VXL,Suzuki,KPK,2016,Petrol,Manual,Graphite Grey,Hatchback,1000,107370,2035000
Cultus VXRi (CNG),Suzuki,KPK,2010,Petrol,Manual,Solid White,Hatchback,1000,100000,1450000
Corolla,Toyota,KPK,2010,Petrol,Manual,White,Hatchback,1300,25000,490000
FX GA,Suzuki,KPK,2010,CNG,Manual,Red,Hatchback,800,99999,235000
Probox,Toyota,KPK,2013,Petrol,Automatic,White,Hatchback,1500,200000,2750000
Civic VTi Oriel Prosmatec 1.6,Honda,KPK,2005,Petrol,Automatic,Silver,Sedan,1600,180000,1850000
Corolla SE Limited,Toyota,KPK,1994,Petrol,Automatic,Blue,Sedan,1500,350000,1180000
Cultus Limited Edition,Suzuki,KPK,2016,Petrol,Manual,Silver,Hatchback,1000,140000,1700000
Carol GL,Mazda,KPK,2015,Petrol,Automatic,Beige,Hatchback,660,150,2580000
City 1.3 i-VTEC,Honda,KPK,2016,Petrol,Manual,Burgundy,Sedan,1300,55544,3500000
City 1.3 i-VTEC,Honda,KPK,2014,Petrol,Manual,Black,Sedan,1300,130000,2850000
Prado TX Limited 2.7,Toyota,KPK,2011,Petrol,Automatic,Pearl White,SUV,2700,125000,15500000
Corolla GLi 1.3 VVTi,Toyota,KPK,2009,Petrol,Manual,Black,Sedan,1300,200000,2300000
Mehran VXR,Suzuki,KPK,2011,Petrol,Manual,Snow White Pearl,Hatchback,800,50000,880000
Vitz F 1.0,Toyota,KPK,2013,Petrol,Automatic,White,Hatchback,1000,100049,3100000
Prius G Touring Selection 1.5,Toyota,KPK,2007,Hybrid,Automatic,White,Sedan,1500,152000,3050000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2011,Petrol,Automatic,Polished Metal Metallic,Sedan,1800,106000,3200000
Jolion,Haval,KPK,2024,Hybrid,Automatic,White,Hatchback,1500,2600,10000000
Alto VXR,Suzuki,KPK,2008,Petrol,Manual,Solid White,Hatchback,1000,130000,1275000
Cultus VXR,Suzuki,KPK,2006,Petrol,Manual,Silver,Hatchback,1000,999999,750000
Alto VXR,Suzuki,KPK,2006,Petrol,Manual,Solid White,Hatchback,1000,100000,1375000
Corolla,Toyota,KPK,2006,Petrol,Manual,White,Hatchback,1300,100000,350000
Bolan VX (CNG),Suzuki,KPK,2011,Petrol,Manual,Solid White,Mini Van,800,50000,1150000
Prius A,Toyota,KPK,2018,Hybrid,Automatic,Super White,Sedan,1800,84000,7250000
Sienta X,Toyota,KPK,2018,Hybrid,Automatic,Super White,Van,1500,148000,5385000
Sienta G,Toyota,KPK,2018,Petrol,Automatic,Black,Van,1500,45000,5675000
Corolla Axio Hybrid 1.5,Toyota,KPK,2015,Hybrid,Automatic,Silver Metallic,Sedan,1500,65000,5200000
Corolla,Toyota,KPK,2005,Petrol,Manual,Maroon,Hatchback,1300,200000,1620000
Bolan VX,Suzuki,KPK,2010,Petrol,Manual,Solid White,Mini Van,800,2,1380000
Mehran VXR Euro II,Suzuki,KPK,2018,Petrol,Manual,Graphite Grey,Hatchback,796,100000,1480000
Racer,Daewoo,KPK,1994,Petrol,Manual,Gold,Hatchback,1500,99999,480000
Corolla GLi 1.3 VVTi,Toyota,KPK,2011,Petrol,Manual,Grey,Sedan,1300,158000,2900000
Civic VTi Oriel Prosmatec 1.6,Honda,KPK,2002,Petrol,Automatic,White,Sedan,1600,123456,1650000
Corolla SE Limited,Toyota,KPK,1994,Petrol,Automatic,Silver,Sedan,1500,185000,1800000
Mehran VX Euro II,Suzuki,KPK,2016,Petrol,Manual,Graphite Grey,Hatchback,796,25,1620000
City Aspire Prosmatec 1.3 i-VTEC,Honda,KPK,2016,Petrol,Automatic,Crystal Black Pearl,Sedan,1300,85000,3450000
Surf SSR-X 2.7,Toyota,KPK,1997,Petrol,Automatic,Dark Blue Mica Metallic,SUV,2700,100000,4500000
Alto VXR (CNG),Suzuki,KPK,2004,CNG,Manual,Solid White,Hatchback,1000,360000,860000
Cultus VXL,Suzuki,KPK,2017,Petrol,Manual,White,Hatchback,1000,1,1850000
Alto,Suzuki,KPK,2015,Petrol,Automatic,White,Hatchback,660,90000,2730000
Alto L,Suzuki,KPK,2021,Petrol,Automatic,Turquoise,Hatchback,660,58000,3400000
Khyber GA,Suzuki,KPK,1997,Petrol,Manual,Grey,Hatchback,1000,300000,620000
Wagon R Hybrid FX,Suzuki,KPK,2021,Hybrid,Automatic,Silver,Hatchback,660,94000,3765000
Mehran VX Euro II Limited Edition,Suzuki,KPK,2019,Petrol,Manual,White,Hatchback,800,14500,1890000
Oshan X7 FutureSense,Changan,KPK,2022,Petrol,Automatic,Stellar White,Compact SUV,1500,50000,7800000
Mehran VX,Suzuki,KPK,2009,Petrol,Manual,Gray Metallic,Hatchback,800,80500,900000
Civic VTi Oriel Prosmatec 1.6,Honda,KPK,2002,Petrol,Automatic,Silver,Sedan,1600,175000,1575000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2013,Petrol,Automatic,Alabaster Silver,Sedan,1800,214000,3250000
Glory 580 Pro,DFSK,KPK,2025,Petrol,Automatic,Pearl White,Crossover,1500,1,6790000
FX GA,Suzuki,KPK,2025,Petrol,Manual,Grey,Hatchback,800,19885,290000
Yaris Hatchback G 1.0,Toyota,KPK,2021,Petrol,Automatic,Silver,Hatchback,1000,96000,4850000
Alto VXR,Suzuki,KPK,2009,Petrol,Manual,Solid White,Hatchback,1000,20000,1285000
Mark II Grande 2.0,Toyota,KPK,2004,Petrol,Automatic,Black,Sedan,2000,120000,3400000
Mark II,Toyota,KPK,1990,Petrol,Manual,Black,Hatchback,3000,150000,3100000
N Box Custom GL,Honda,KPK,2020,Petrol,Automatic,Grey,Hatchback,658,33000,3900000
Mehran VXR Euro II,Suzuki,KPK,2018,Petrol,Manual,Solid White,Hatchback,796,100000,1300000
Civic EXi,Honda,KPK,2005,Petrol,Manual,Charcoal Grey Pearl,Sedan,1500,277543,1500000
Passo G 1.0,Toyota,KPK,2007,Petrol,Automatic,Silver,Hatchback,1000,149500,1850000
Wagon R VXL,Suzuki,KPK,2017,Petrol,Manual,Graphite Grey,Hatchback,1000,84000,2630000
Bolan VX,Suzuki,KPK,2011,Petrol,Manual,White,Mini Van,800,56000,1280000
Khyber GA,Suzuki,KPK,1994,CNG,Manual,White,Hatchback,1000,934426,630000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2007,Petrol,Automatic,Urban Titanium,Sedan,1800,321000,2350000
Grand Starex,Hyundai,KPK,2020,Petrol,Automatic,White,Hatchback,2500,11000,8000000
City i-DSI,Honda,KPK,2008,Petrol,Manual,Metallic Grey,Sedan,1300,225000,2150000
Civic VTi 1.8 i-VTEC,Honda,KPK,2006,Petrol,Manual,Black,Sedan,1800,220000,1995000
Alto L,Suzuki,KPK,2018,Petrol,Automatic,Silky Silver Metallic,Hatchback,660,55000,3050000
Passo X,Toyota,KPK,2013,Petrol,Automatic,Blue Mica Metallic,Hatchback,1000,94000,3000000
Bolan,Suzuki,KPK,1994,CNG,Manual,White,Hatchback,600,79999,620000
Oshan X7 FutureSense,Changan,KPK,2022,Petrol,Automatic,Stellar White,Compact SUV,1500,51000,7950000
Vitz FL 1.0,Toyota,KPK,2004,Petrol,Automatic,Polar White,Hatchback,1000,200000,1900000
Mehran VX Euro II,Suzuki,KPK,2017,Petrol,Manual,White,Hatchback,800,1,1080000
Civic VTi Automatic 1.6,Honda,KPK,2001,CNG,Automatic,White,Sedan,1600,999999,1200000
Alto VXR (CNG),Suzuki,KPK,2007,CNG,Manual,Green,Hatchback,1000,123456,1230000
Corolla X HID 40th Anniversary Limited 1.5,Toyota,KPK,2006,Petrol,Automatic,White,Sedan,1500,130000,3800000
Vitz F 1.0,Toyota,KPK,2015,Petrol,Manual,Black Mica Metallic,Hatchback,1000,75000,3250000
Move Custom X,Daihatsu,KPK,2015,Petrol,Automatic,Pearl White III,Hatchback,660,82000,2490000
Corolla XE,Toyota,KPK,1996,Petrol,Manual,White,Sedan,1300,123,1320000
Vitz FL 1.0,Toyota,KPK,1999,Petrol,Automatic,Silver,Hatchback,1000,147000,1950000
Alto GII,Suzuki,KPK,2007,Petrol,Automatic,White,Hatchback,660,99000,1800000
Corolla GLi 1.3 VVTi,Toyota,KPK,2011,Petrol,Manual,Medium Silver,Sedan,1300,107000,3120000
Corolla SE Limited,Toyota,KPK,1998,Petrol,Manual,Gold,Sedan,1500,120000,1200000
Corolla GLi 1.3 VVTi,Toyota,KPK,2013,Petrol,Manual,Gun Metallic,Sedan,1300,144000,3355000
Hustler J Style II,Suzuki,KPK,2022,Hybrid,Automatic,Beige,Hatchback,660,10000,3600000
Spacia,Suzuki,KPK,2014,Petrol,Automatic,Turquoise,Hatchback,660,100000,2050000
Wagon R FA,Suzuki,KPK,2015,Petrol,Automatic,White,Hatchback,660,135000,2450000
Alto VXR (CNG),Suzuki,KPK,2011,CNG,Manual,Solid White,Hatchback,1000,212000,1200000
Mehran VX Euro II,Suzuki,KPK,2014,Petrol,Manual,Smoke Green,Hatchback,800,54041,1250000
Vitz F 1.3,Toyota,KPK,2009,Petrol,Automatic,Silver,Hatchback,1300,123000,2350000
